1.000000000000000000e+00;2.000000000000000888e+00;2.187719396273010858e-42
1.000000000000000000e+00;2.100000000000000977e+00;2.276841747838009685e-42
1.000000000000000000e+00;2.200000000000001066e+00;2.368651002500021807e-42
1.000000000000000000e+00;2.300000000000001155e+00;2.461193445133036041e-42
1.000000000000000000e+00;2.400000000000001243e+00;2.559419164646863548e-42
1.000000000000000000e+00;2.500000000000001332e+00;2.659634651632851135e-42
1.000000000000000000e+00;2.600000000000001421e+00;2.764175412646714820e-42
1.000000000000000000e+00;2.700000000000001510e+00;2.874637769878911302e-42
1.000000000000000000e+00;2.800000000000001599e+00;2.991654550288310841e-42
1.000000000000000000e+00;2.900000000000001688e+00;3.111397470590715294e-42
1.000000000000000000e+00;3.000000000000001776e+00;3.236453452977308756e-42
1.000000000000000000e+00;3.100000000000001865e+00;3.363725930877917799e-42
1.000000000000000000e+00;3.200000000000001954e+00;3.491819585172533218e-42
1.000000000000000000e+00;3.300000000000002043e+00;3.620288269779428096e-42
1.000000000000000000e+00;3.400000000000002132e+00;3.747143752416725741e-42
1.000000000000000000e+00;3.500000000000002220e+00;3.870637119566367373e-42
1.000000000000000000e+00;3.600000000000002309e+00;3.990797402146873347e-42
1.000000000000000000e+00;3.700000000000002398e+00;4.106275843078915164e-42
1.000000000000000000e+00;3.800000000000002487e+00;4.217593557313391815e-42
1.000000000000000000e+00;3.900000000000002576e+00;4.323898111078057233e-42
1.000000000000000000e+00;4.000000000000002665e+00;4.425277503962454149e-42
1.000000000000000000e+00;4.100000000000003197e+00;4.522690274037804275e-42
1.000000000000000000e+00;4.200000000000002842e+00;4.616123091971098346e-42
1.000000000000000000e+00;4.300000000000002487e+00;4.706567422362243570e-42
1.000000000000000000e+00;4.400000000000003020e+00;4.795079988625069944e-42
1.000000000000000000e+00;4.500000000000003553e+00;4.881749370031152032e-42
1.000000000000000000e+00;4.600000000000003197e+00;4.968205265389213354e-42
1.000000000000000000e+00;4.700000000000002842e+00;5.052330426657379803e-42
1.000000000000000000e+00;4.800000000000003375e+00;5.135240580342218279e-42
1.000000000000000000e+00;4.900000000000003908e+00;5.218113966005759457e-42
1.000000000000000000e+00;5.000000000000003553e+00;5.300891804847941517e-42
1.000000000000000000e+00;5.100000000000003197e+00;5.382576285493087247e-42
1.000000000000000000e+00;5.200000000000003730e+00;5.465097621366699719e-42
1.000000000000000000e+00;5.300000000000004263e+00;5.546776451886754110e-42
1.000000000000000000e+00;5.400000000000003908e+00;5.628248842832222224e-42
1.000000000000000000e+00;5.500000000000003553e+00;5.709322551592411111e-42
1.000000000000000000e+00;5.600000000000004086e+00;5.790166563897614122e-42
1.000000000000000000e+00;5.700000000000004619e+00;5.871217670211937240e-42
1.000000000000000000e+00;5.800000000000004263e+00;5.951796657169875664e-42
1.000000000000000000e+00;5.900000000000003908e+00;6.032413405004219798e-42
1.000000000000000000e+00;6.000000000000004441e+00;6.112825887782180388e-42
1.100000000000000089e+00;2.100000000000000977e+00;2.394217856698465954e-42
1.100000000000000089e+00;2.200000000000001066e+00;2.498044550788699655e-42
1.100000000000000089e+00;2.300000000000001155e+00;2.602410826786298979e-42
1.100000000000000089e+00;2.400000000000001243e+00;2.713224955681402876e-42
1.100000000000000089e+00;2.500000000000001332e+00;2.826153360295683476e-42
1.100000000000000089e+00;2.600000000000001421e+00;2.943963267284567284e-42
1.100000000000000089e+00;2.700000000000001510e+00;3.068519744470223795e-42
1.100000000000000089e+00;2.800000000000001599e+00;3.200549129674537164e-42
1.100000000000000089e+00;2.900000000000001688e+00;3.335638464194895954e-42
1.100000000000000089e+00;3.000000000000001776e+00;3.476742438563627100e-42
1.100000000000000089e+00;3.100000000000001865e+00;3.620305276310776504e-42
1.100000000000000089e+00;3.200000000000001954e+00;3.764795906989694479e-42
1.100000000000000089e+00;3.300000000000002043e+00;3.909612000311702491e-42
1.100000000000000089e+00;3.400000000000002132e+00;4.052608649718454530e-42
1.100000000000000089e+00;3.500000000000002220e+00;4.191656957401632887e-42
1.100000000000000089e+00;3.600000000000002309e+00;4.326973090858062179e-42
1.100000000000000089e+00;3.700000000000002398e+00;4.456885484033655879e-42
1.100000000000000089e+00;3.800000000000002487e+00;4.582098618529641308e-42
1.100000000000000089e+00;3.900000000000002576e+00;4.701661941469529133e-42
1.100000000000000089e+00;4.000000000000002665e+00;4.815558641470535304e-42
1.100000000000000089e+00;4.100000000000003197e+00;4.925039956400734325e-42
1.100000000000000089e+00;4.200000000000002842e+00;5.030077731448706192e-42
1.100000000000000089e+00;4.300000000000002487e+00;5.131732974374159888e-42
1.100000000000000089e+00;4.400000000000003020e+00;5.231196510592266343e-42
1.100000000000000089e+00;4.500000000000003553e+00;5.328696285954508853e-42
1.100000000000000089e+00;4.600000000000003197e+00;5.426042998215419166e-42
1.100000000000000089e+00;4.700000000000002842e+00;5.520794844893985270e-42
1.100000000000000089e+00;4.800000000000003375e+00;5.614156973929462288e-42
1.100000000000000089e+00;4.900000000000003908e+00;5.707530408542765443e-42
1.100000000000000089e+00;5.000000000000003553e+00;5.800856406651772136e-42
1.100000000000000089e+00;5.100000000000003197e+00;5.893050764679162338e-42
1.100000000000000089e+00;5.200000000000003730e+00;5.986248962919157256e-42
1.100000000000000089e+00;5.300000000000004263e+00;6.078533982933093219e-42
1.100000000000000089e+00;5.400000000000003908e+00;6.170628105175515816e-42
1.100000000000000089e+00;5.500000000000003553e+00;6.262272655811003456e-42
1.100000000000000089e+00;5.600000000000004086e+00;6.353686976844649701e-42
1.100000000000000089e+00;5.700000000000004619e+00;6.445376423743518779e-42
1.100000000000000089e+00;5.800000000000004263e+00;6.536565100416070286e-42
1.100000000000000089e+00;5.900000000000003908e+00;6.627831395304369572e-42
1.100000000000000089e+00;6.000000000000004441e+00;6.718897563958548070e-42
1.200000000000000178e+00;2.200000000000001066e+00;2.630972094164062437e-42
1.200000000000000178e+00;2.300000000000001155e+00;2.748548822683123048e-42
1.200000000000000178e+00;2.400000000000001243e+00;2.873351394016001286e-42
1.200000000000000178e+00;2.500000000000001332e+00;3.000309021022642103e-42
1.200000000000000178e+00;2.600000000000001421e+00;3.132715818688321937e-42
1.200000000000000178e+00;2.700000000000001510e+00;3.272756894606918437e-42
1.200000000000000178e+00;2.800000000000001599e+00;3.421243672961321995e-42
1.200000000000000178e+00;2.900000000000001688e+00;3.573066990108023751e-42
1.200000000000000178e+00;3.000000000000001776e+00;3.731738043716885637e-42
1.200000000000000178e+00;3.100000000000001865e+00;3.893108021615981984e-42
1.200000000000000178e+00;3.200000000000001954e+00;4.055385421621180156e-42
1.200000000000000178e+00;3.300000000000002043e+00;4.218025201270908953e-42
1.200000000000000178e+00;3.400000000000002132e+00;4.378479584758919662e-42
1.200000000000000178e+00;3.500000000000002220e+00;4.534442113210683921e-42
1.200000000000000178e+00;3.600000000000002309e+00;4.686097860655684928e-42
1.200000000000000178e+00;3.700000000000002398e+00;4.831638990675571414e-42
1.200000000000000178e+00;3.800000000000002487e+00;4.971828339902674147e-42
1.200000000000000178e+00;3.900000000000002576e+00;5.105630063008621138e-42
1.200000000000000178e+00;4.000000000000002665e+00;5.233057566845984105e-42
1.200000000000000178e+00;4.100000000000003197e+00;5.355515451710153491e-42
1.200000000000000178e+00;4.200000000000002842e+00;5.472995144049297149e-42
1.200000000000000178e+00;4.300000000000002487e+00;5.586705220170396451e-42
1.200000000000000178e+00;4.400000000000003020e+00;5.698010049719996313e-42
1.200000000000000178e+00;4.500000000000003553e+00;5.807164770332591255e-42
1.200000000000000178e+00;4.600000000000003197e+00;5.916226704857045453e-42
1.200000000000000178e+00;4.700000000000002842e+00;6.022396910445748409e-42
1.200000000000000178e+00;4.800000000000003375e+00;6.127068574688388485e-42
1.200000000000000178e+00;4.900000000000003908e+00;6.231835458188522271e-42
1.200000000000000178e+00;5.000000000000003553e+00;6.336615804690117956e-42
1.200000000000000178e+00;5.100000000000003197e+00;6.440174743301712046e-42
1.200000000000000178e+00;5.200000000000003730e+00;6.544933708955851428e-42
1.200000000000000178e+00;5.300000000000004263e+00;6.648712636477169144e-42
1.200000000000000178e+00;5.400000000000003908e+00;6.752273648612103890e-42
1.200000000000000178e+00;5.500000000000003553e+00;6.855414954567344273e-42
1.200000000000000178e+00;5.600000000000004086e+00;6.958354372653663262e-42
1.200000000000000178e+00;5.700000000000004619e+00;7.061650551019284949e-42
1.200000000000000178e+00;5.800000000000004263e+00;7.164420646035225738e-42
1.200000000000000178e+00;5.900000000000003908e+00;7.267318182267890207e-42
