1.000000000000000000e+00 7.705810546875000000e+00 1.144699487894415835e-01 5.721305370330810547e+00 1.050395761255005778e-01 5.069554805755615234e+00 9.052709647200471443e-02 8.078988075256347656e+00 1.254316934407801176e-01 5.353141307830810547e+00 9.939394396652787012e-02 7.929686546325683594e+00 1.108924707616695815e-01 3.449442863464355469e+00 8.280097629231962519e-02 4.304655551910400391e+00 7.976689658574327713e-02 2.767050027847290039e+00 7.398723443745904016e-02
1.100000000000000089e+00 7.311092853546142578e+00 8.242778015898076516e-02 5.896513938903808594e+00 7.308082179360776698e-02 4.434065341949462891e+00 6.244575111687038910e-02 7.086561203002929688e+00 8.223214102950471283e-02 4.878797531127929688e+00 6.702971892333826898e-02 6.816126346588134766e+00 7.678389643482880222e-02 3.091630220413208008e+00 5.267793028358733892e-02 3.696177005767822266e+00 5.423638458057669642e-02 2.814964771270751953e+00 5.364684731083507047e-02
1.200000000000000178e+00 6.774090290069580078e+00 6.617412149316279080e-02 6.130499839782714844e+00 6.226914138152910005e-02 4.065568923950195312e+00 5.088321209509204940e-02 6.377348899841308594e+00 6.380157341209355404e-02 4.225379943847656250e+00 5.024702334575281704e-02 6.277160644531250000e+00 6.234637385760376238e-02 3.437005519866943359e+00 4.827131802088995699e-02 3.816585063934326172e+00 4.875263884075758947e-02 2.610061168670654297e+00 4.177084901774028025e-02
1.300000000000000266e+00 6.026568889617919922e+00 5.506834894604827751e-02 5.967278480529785156e+00 5.469671798674236723e-02 3.455514430999755859e+00 4.098037614089263675e-02 5.849551200866699219e+00 5.404985102332073021e-02 4.299524307250976562e+00 4.640784972987672258e-02 5.576621055603027344e+00 5.277440513382464227e-02 3.340855836868286133e+00 4.196147489705855105e-02 3.422600269317626953e+00 4.071723377822394907e-02 2.570044994354248047e+00 3.701738695378588295e-02
1.400000000000000355e+00 5.933045387268066406e+00 5.213813887912601558e-02 5.780140876770019531e+00 5.058956523735361199e-02 3.390837669372558594e+00 3.868370454312059642e-02 5.484594345092773438e+00 4.937551605615566469e-02 4.076518535614013672e+00 4.263114264401130643e-02 5.186755180358886719e+00 4.770398884715133792e-02 3.374094486236572266e+00 3.925489405400450771e-02 3.445238590240478516e+00 3.973161930575738743e-02 2.496512174606323242e+00 3.362712988561249866e-02
1.500000000000000444e+00 5.458445072174072266e+00 4.790537266427607327e-02 5.710626602172851562e+00 4.936179941706315272e-02 3.079963684082031250e+00 3.627594628103685687e-02 5.117114543914794922e+00 4.664454227396346714e-02 3.794932603836059570e+00 4.021272118237068788e-02 4.692903041839599609e+00 4.445968931331665402e-02 3.317336320877075195e+00 3.753528153962311376e-02 3.165721654891967773e+00 3.671378658606215539e-02 2.403372764587402344e+00 3.225994144870333175e-02
1.600000000000000533e+00 5.353915214538574219e+00 4.742431078415616785e-02 5.432708263397216797e+00 4.748900720573201450e-02 2.853844165802001953e+00 3.491978249377757082e-02 4.767091274261474609e+00 4.466923428965800108e-02 3.581480503082275391e+00 3.863048503358603586e-02 4.508158683776855469e+00 4.328124220072635669e-02 3.153921842575073242e+00 3.649561392784281266e-02 2.920975446701049805e+00 3.488787703086035363e-02 2.275028467178344727e+00 3.079601583813624047e-02
1.700000000000000622e+00 5.099481582641601562e+00 4.586461027599265938e-02 5.259650707244873047e+00 4.630560564539511204e-02 2.668734788894653320e+00 3.329502667169422642e-02 4.484795570373535156e+00 4.298124935598224977e-02 3.371099948883056641e+00 3.719434948575466721e-02 4.281655788421630859e+00 4.188665172699847228e-02 3.023160934448242188e+00 3.521797625855019320e-02 2.691619396209716797e+00 3.305622838301146976e-02 2.145213365554809570e+00 2.961279322902336808e-02
1.800000000000000711e+00 5.017493724822998047e+00 4.541540123888688357e-02 5.195992469787597656e+00 4.604298892330944970e-02 2.649222135543823242e+00 3.281621749565381135e-02 4.271042823791503906e+00 4.189715257389288461e-02 3.305047988891601562e+00 3.635745053905042878e-02 4.075674533843994141e+00 4.067567331352056614e-02 2.971032619476318359e+00 3.515563943688909676e-02 2.674499988555908203e+00 3.306561565313544809e-02 2.055510997772216797e+00 2.891588600912308946e-02
1.900000000000000799e+00 5.035381793975830078e+00 4.530437661601482979e-02 5.012485504150390625e+00 4.501747520053331342e-02 2.460439205169677734e+00 3.133007941075373337e-02 4.081353187561035156e+00 4.059734642460465642e-02 3.243479490280151367e+00 3.633563870970032972e-02 3.861425399780273438e+00 3.950854169632556090e-02 2.847576618194580078e+00 3.372986183385043996e-02 2.617395162582397461e+00 3.251858545524529548e-02 2.051289319992065430e+00 2.904754507249920556e-02
2.000000000000000888e+00 4.987607955932617188e+00 4.481482018470667877e-02 5.007962703704833984e+00 4.491825997015482658e-02 2.436104059219360352e+00 3.127901857900915877e-02 3.871501922607421875e+00 3.940532614378150500e-02 3.222580194473266602e+00 3.592129898868458987e-02 3.632471799850463867e+00 3.802243150343026512e-02 2.878692388534545898e+00 3.395135171715102373e-02 2.600204229354858398e+00 3.221364240814158370e-02 2.037536382675170898e+00 2.868777578745186282e-02
2.100000000000000977e+00 4.839416027069091797e+00 4.394261355256356277e-02 4.941319942474365234e+00 4.444455697889500984e-02 2.488355159759521484e+00 3.152546911599438811e-02 3.923304080963134766e+00 3.966931827857790582e-02 3.226355075836181641e+00 3.605409761261843538e-02 3.657381057739257812e+00 3.813912564360404100e-02 2.873031616210937500e+00 3.377340999386616027e-02 2.615683078765869141e+00 3.235652334422755433e-02 2.023804426193237305e+00 2.848008914800431030e-02
2.200000000000001066e+00 4.796340942382812500e+00 4.359731277520639825e-02 4.874275684356689453e+00 4.391788527520400220e-02 2.553582191467285156e+00 3.182446013298198539e-02 3.810157060623168945e+00 3.899245899983512509e-02 3.175389528274536133e+00 3.550608815350956432e-02 3.533329010009765625e+00 3.748231458571488900e-02 2.834433555603027344e+00 3.351018709994384864e-02 2.559167623519897461e+00 3.180448724587876114e-02 2.063236474990844727e+00 2.869027003522083008e-02
2.300000000000001155e+00 5.030871868133544922e+00 4.463883118316346738e-02 5.063519954681396484e+00 4.489218379820027888e-02 2.653177976608276367e+00 3.274114597912636260e-02 3.754294872283935547e+00 3.858757400937580517e-02 3.178534269332885742e+00 3.567271971490151850e-02 3.508219718933105469e+00 3.734817370530183617e-02 2.966017484664916992e+00 3.428394722973380354e-02 2.596177816390991211e+00 3.215874371248358954e-02 2.086102247238159180e+00 2.882161848965522633e-02
