1.000000000000000000e+00 8.078988075256347656e+00 1.254316934407801176e-01
1.100000000000000089e+00 7.086561203002929688e+00 8.223214102950471283e-02
1.200000000000000178e+00 6.377348899841308594e+00 6.380157341209355404e-02
1.300000000000000266e+00 5.849551200866699219e+00 5.404985102332073021e-02
1.400000000000000355e+00 5.484594345092773438e+00 4.937551605615566469e-02
1.500000000000000444e+00 5.117114543914794922e+00 4.664454227396346714e-02
1.600000000000000533e+00 4.767091274261474609e+00 4.466923428965800108e-02
1.700000000000000622e+00 4.484795570373535156e+00 4.298124935598224977e-02
1.800000000000000711e+00 4.271042823791503906e+00 4.189715257389288461e-02
1.900000000000000799e+00 4.081353187561035156e+00 4.059734642460465642e-02
2.000000000000000888e+00 3.871501922607421875e+00 3.940532614378150500e-02
2.100000000000000977e+00 3.923304080963134766e+00 3.966931827857790582e-02
2.200000000000001066e+00 3.810157060623168945e+00 3.899245899983512509e-02
2.300000000000001155e+00 3.754294872283935547e+00 3.858757400937580517e-02
2.400000000000001243e+00 3.724400043487548828e+00 3.838160112366410109e-02
2.500000000000001332e+00 3.647665262222290039e+00 3.798415082914589208e-02
2.600000000000001421e+00 3.728355407714843750e+00 3.840197676937581045e-02
2.700000000000001510e+00 3.753274440765380859e+00 3.853009556395266266e-02
2.800000000000001599e+00 3.714115858078002930e+00 3.832857375208507944e-02
2.900000000000001688e+00 3.843852996826171875e+00 3.899225124560987826e-02
3.000000000000001776e+00 3.765140533447265625e+00 3.859095501676789580e-02
3.100000000000001865e+00 3.704622983932495117e+00 3.827956021061269115e-02
3.200000000000001954e+00 3.750505447387695312e+00 3.851588118791502563e-02
3.300000000000002043e+00 3.641732215881347656e+00 3.795324678788186690e-02
3.400000000000002132e+00 3.544825077056884766e+00 3.744487047301703342e-02
3.500000000000002220e+00 3.449895620346069336e+00 3.694008615623403657e-02
3.600000000000002309e+00 3.294053077697753906e+00 3.609609501085567912e-02
3.700000000000002398e+00 3.228788852691650391e+00 3.573672589744179839e-02
3.800000000000002487e+00 3.092327833175659180e+00 3.497338718328241169e-02
3.900000000000002576e+00 2.952702283859252930e+00 3.417470456772050275e-02
4.000000000000002665e+00 2.953888893127441406e+00 3.418157086479298862e-02
4.100000000000003197e+00 2.770358562469482422e+00 3.310266290995646926e-02
4.200000000000002842e+00 2.727640390396118164e+00 3.284645384132425100e-02
4.300000000000002487e+00 2.678197860717773438e+00 3.254739763337334557e-02
4.400000000000003020e+00 2.575753211975097656e+00 3.191883698903513755e-02
4.500000000000003553e+00 2.554394006729125977e+00 3.178621987343911715e-02
4.600000000000003197e+00 2.560722827911376953e+00 3.182557144514483460e-02
4.700000000000002842e+00 2.476077318191528320e+00 3.129514942041364961e-02
