1.000000000000000000e+00 2.767050027847290039e+00 7.398723443745904016e-02
1.100000000000000089e+00 2.814964771270751953e+00 5.364684731083507047e-02
1.200000000000000178e+00 2.610061168670654297e+00 4.177084901774028025e-02
1.300000000000000266e+00 2.570044994354248047e+00 3.701738695378588295e-02
1.400000000000000355e+00 2.496512174606323242e+00 3.362712988561249866e-02
1.500000000000000444e+00 2.403372764587402344e+00 3.225994144870333175e-02
1.600000000000000533e+00 2.275028467178344727e+00 3.079601583813624047e-02
1.700000000000000622e+00 2.145213365554809570e+00 2.961279322902336808e-02
1.800000000000000711e+00 2.055510997772216797e+00 2.891588600912308946e-02
1.900000000000000799e+00 2.051289319992065430e+00 2.904754507249920556e-02
2.000000000000000888e+00 2.037536382675170898e+00 2.868777578745186282e-02
2.100000000000000977e+00 2.023804426193237305e+00 2.848008914800431030e-02
2.200000000000001066e+00 2.063236474990844727e+00 2.869027003522083008e-02
2.300000000000001155e+00 2.086102247238159180e+00 2.882161848965522633e-02
2.400000000000001243e+00 2.145834207534790039e+00 2.914986659671463601e-02
2.500000000000001332e+00 2.248789787292480469e+00 2.984096961176929685e-02
2.600000000000001421e+00 2.276112556457519531e+00 3.002170656407660704e-02
2.700000000000001510e+00 2.404807329177856445e+00 3.085877178331744922e-02
2.800000000000001599e+00 2.403223276138305664e+00 3.084860749721058532e-02
2.900000000000001688e+00 2.511722803115844727e+00 3.153728855472404113e-02
3.000000000000001776e+00 2.554488897323608398e+00 3.180464240873573378e-02
3.100000000000001865e+00 2.628141880035400391e+00 3.225989168519415029e-02
3.200000000000001954e+00 2.557260990142822266e+00 3.182189338802607348e-02
3.300000000000002043e+00 2.531522035598754883e+00 3.166134413773091794e-02
3.400000000000002132e+00 2.502219200134277344e+00 3.147756821351446049e-02
3.500000000000002220e+00 2.415498733520507812e+00 3.092729333963408628e-02
3.600000000000002309e+00 2.352141380310058594e+00 3.051899433138804615e-02
3.700000000000002398e+00 2.300267696380615234e+00 3.018058713399522641e-02
3.800000000000002487e+00 2.161277532577514648e+00 2.925457287879796794e-02
3.900000000000002576e+00 2.088020563125610352e+00 2.875450407140544770e-02
4.000000000000002665e+00 1.999320268630981445e+00 2.813712250301016876e-02
4.100000000000003197e+00 1.877357363700866699e+00 2.726540629607742544e-02
4.200000000000002842e+00 1.825483560562133789e+00 2.688607827935418984e-02
4.300000000000002487e+00 1.768857955932617188e+00 2.646579671242125370e-02
4.400000000000003020e+00 1.709460377693176270e+00 2.601764720245680271e-02
4.500000000000003553e+00 1.672633886337280273e+00 2.573587572932101858e-02
4.600000000000003197e+00 1.607692718505859375e+00 2.523132239460831872e-02
4.700000000000002842e+00 1.591457366943359375e+00 2.510359958924348114e-02
4.800000000000003375e+00 1.580369830131530762e+00 2.501599952293894619e-02
4.900000000000003908e+00 1.519784331321716309e+00 2.453180372224081363e-02
5.000000000000003553e+00 1.512656688690185547e+00 2.447420973812932526e-02
5.100000000000003197e+00 1.539583563804626465e+00 2.469108213688594317e-02
5.200000000000003730e+00 1.488897681236267090e+00 2.428124318146137467e-02
5.300000000000004263e+00 1.471870303153991699e+00 2.414200172447824796e-02
5.400000000000003908e+00 1.492857456207275391e+00 2.431351062849716402e-02
5.500000000000003553e+00 1.475038170814514160e+00 2.416796785376327042e-02
5.600000000000004086e+00 1.491669535636901855e+00 2.430383489263804667e-02
5.700000000000004619e+00 1.435439825057983398e+00 2.384135868051011700e-02
5.800000000000004263e+00 1.445339441299438477e+00 2.392342900473686321e-02
5.900000000000003908e+00 1.430292129516601562e+00 2.379857026156237745e-02
6.000000000000004441e+00 1.423164367675781250e+00 2.373919743660087012e-02
6.100000000000004974e+00 1.421580433845520020e+00 2.372598329840104256e-02
6.200000000000004619e+00 1.437023758888244629e+00 2.385450890692673853e-02
6.300000000000004263e+00 1.357827186584472656e+00 2.318786368545079982e-02
6.400000000000004796e+00 1.419600486755371094e+00 2.370945526901905090e-02
6.500000000000005329e+00 1.410096883773803711e+00 2.362995980542801147e-02
6.600000000000004974e+00 1.433459997177124023e+00 2.382491069050092503e-02
6.700000000000004619e+00 1.457614898681640625e+00 2.402480684924444831e-02
6.800000000000005151e+00 1.393465638160705566e+00 2.349019540357354108e-02
6.900000000000005684e+00 1.341195821762084961e+00 2.304541824283022622e-02
7.000000000000005329e+00 1.431480050086975098e+00 2.380845133745483969e-02
7.100000000000004974e+00 1.387129902839660645e+00 2.343673258511987448e-02
7.200000000000005507e+00 1.377626299858093262e+00 2.335630890185664069e-02
7.300000000000006040e+00 1.334068179130554199e+00 2.298409994814606949e-02
7.400000000000005684e+00 1.353867292404174805e+00 2.315402759025452992e-02
7.500000000000005329e+00 1.387921810150146484e+00 2.344342210504634511e-02
7.600000000000005862e+00 1.370498538017272949e+00 2.329580893547901141e-02
7.700000000000006395e+00 1.330900311470031738e+00 2.295679480046254606e-02
7.800000000000006040e+00 1.367330670356750488e+00 2.326886956950250870e-02
7.900000000000005684e+00 1.317832827568054199e+00 2.284381607750268772e-02
8.000000000000007105e+00 1.302389502525329590e+00 2.270957113791734552e-02
8.100000000000006750e+00 1.293677806854248047e+00 2.263349195881211515e-02
8.200000000000006395e+00 1.278630495071411133e+00 2.250147660486859560e-02
8.300000000000006040e+00 1.278234481811523438e+00 2.249799205562511700e-02
